岗位名称,公司名称,薪资,所在城市,工作经验,最低薪资,最高薪资,学历,企业性质,公司规模,最高工作经验,省市,平均薪资,公司最低规模,最低工作经验,招聘人数
数据仓库开发工程师,大唐财富投资管理有限公司,3.5万-6万,北京-海淀,3-5年,35000,6000,本科,股份制企业 ,1000-9999人 ,5,北京,20500,1000,3,4
数据治理,智联猎头,1.5万-3万,北京-海淀,5-10年,15000,3000,本科,上市公司 ,1000-9999人 ,10,北京,9000,1000,5,1
数据业务专家,长威信息科技发展股份有限公司,2万-3万,北京-西城,5-10年,2000,3000,本科,民营 ,1000-9999人 ,10,北京,2500,1000,5,1
数据分析（新能源云平台）,国网数字科技控股有限公司,1.2万-2.4万,北京-丰台,3-5年,12000,24000,本科,国企 ,1000-9999人 ,5,北京,18000,1000,3,1
数据开发工程师,科锐尔人力资源服务(苏州)有限公司,1万-1.6万,北京-西城,3-5年,1000,16000,本科,上市公司 ,1000-9999人 ,5,北京,8500,1000,3,2
数据开发/需出差辽宁大连,上海晨钦信息科技服务有限公司,1.6万-2.2万,北京-海淀,3-5年,16000,22000,大专,上市公司 ,1000-9999人 ,5,北京,19000,1000,3,5
数据项目经理(J15938),神州数码（中国）有限公司,1.5万-2.5万,北京-海淀,3-5年,15000,25000,本科,上市公司 ,1000-9999人 ,5,北京,20000,1000,3,1
数据开发（政务系统+反馈快+大厂）长期项目,大连斯锐信息技术有限公司,1.8万-2万,北京-通州,5-10年,18000,2000,大专,民营 ,1000-9999人 ,10,北京,10000,1000,5,1
数据分析讲师,北京八维研修学院,1.5万-2万,北京-海淀,3-5年,15000,2000,本科,民营 ,1000-9999人 ,5,北京,8500,1000,3,1
高级数据咨询专家(001565),畅捷通,2.5万-4万,北京-海淀,5-10年,25000,4000,本科,股份制企业 ,1000-9999人 ,10,北京,14500,1000,5,1
数据中台架构师,深圳市华成峰科技有限公司,2.5万-3万,北京-西城,3-5年,25000,3000,本科,民营 ,1000-9999人 ,5,北京,14000,1000,3,1
数据工程师/实施工程师,北京国电通网络技术有限公司,1.4万-2.2万,北京,3-5年,14000,22000,本科,国企 ,1000-9999人 ,5,北京,18000,1000,3,1
数据分析师-智能制造,中建材信息技术股份有限公司,2.5万-4万,北京-丰台,5-10年,25000,4000,本科,股份制企业 ,1000-9999人 ,10,北京,14500,1000,5,1
数据开发,法本信息,1.3万-1.7万,北京-朝阳,3-5年,13000,17000,本科,上市公司 ,1000-9999人 ,5,北京,15000,1000,3,1
数据质量经理,华熙生物,1.7万-2.5万,北京,5-10年,17000,25000,本科,上市公司 ,1000-9999人 ,10,北京,21000,1000,5,1
数据架构师(J10871),四川长虹佳华信息产品有限责任公司,2万-3万,北京-丰台,3-5年,2000,3000,本科,国企 ,1000-9999人 ,5,北京,2500,1000,3,1
数据工程师,国海证券,1.5万-2.5万,北京-海淀,3-5年,15000,25000,本科,上市公司 ,1000-9999人 ,5,北京,20000,1000,3,1
数据报表开发,和谐健康保险股份有限公司,1.8万-3万,北京-朝阳,3-5年,18000,3000,本科,民营 ,1000-9999人 ,5,北京,10500,1000,3,1
资深研发工程师(数据应用方向),北京国电通网络技术有限公司,1.8万-3万,北京,5-10年,18000,3000,本科,国企 ,1000-9999人 ,10,北京,10500,1000,5,2
高级数据开发工程师,北京国电通网络技术有限公司,1.8万-3万,北京,5-10年,18000,3000,本科,国企 ,1000-9999人 ,10,北京,10500,1000,5,2
数据架构师(J10382),望海康信(北京)科技股份公司,2.5万-3.5万,北京-东城,5-10年,25000,35000,本科,民营 ,1000-9999人 ,10,北京,30000,1000,5,999
数据统计分析岗 （数据服务）,智联猎头,1.5万-1.8万,北京-丰台,3-5年,15000,18000,本科,上市公司 ,1000-9999人 ,5,北京,16500,1000,3,1
数据开发工程师,天阳科技,1.3万-2万,北京-西城,3-5年,13000,2000,大专,上市公司 ,1000-9999人 ,5,北京,7500,1000,3,1
初中高级数据开发,北京腾信软创科技股份有限公司,1.2万-2万,北京-西城,5-10年,12000,2000,大专,股份制企业 ,1000-9999人 ,10,北京,7000,1000,5,0
数据开发工程师,法本信息,1万-1.5万,北京-朝阳,3-5年,1000,15000,本科,上市公司 ,1000-9999人 ,5,北京,8000,1000,3,1
数据分析工程师（技术方向）,北京中电普华信息技术有限公司,1万-2万,北京-西城,3-5年,1000,2000,本科,国企 ,1000-9999人 ,5,北京,1500,1000,3,2
数据分析师（国网经验）,海通安恒科技股份有限公司,1.2万-1.8万,北京-西城,3-5年,12000,18000,本科,民营 ,1000-9999人 ,5,北京,15000,1000,3,1
高级数据应用研发工程师,北京国电通网络技术有限公司,1.8万-3万,北京-丰台,3-5年,18000,3000,本科,国企 ,1000-9999人 ,5,北京,10500,1000,3,2
数据开发工程师,海通安恒科技股份有限公司,1.2万-2.4万,北京-东城,3-5年,12000,24000,本科,民营 ,1000-9999人 ,5,北京,18000,1000,3,1
数据分析师,中建材信息技术股份有限公司,2万-3万,北京-丰台,3-5年,2000,3000,本科,股份制企业 ,1000-9999人 ,5,北京,2500,1000,3,1
数据中台总监,泛华建设集团,4万-6万,北京-丰台,5-10年,4000,6000,本科,民营 ,1000-9999人 ,10,北京,5000,1000,5,1
数据研发,北京腾信软创科技股份有限公司,1.3万-1.8万,北京-西城,3-5年,13000,18000,本科,股份制企业 ,1000-9999人 ,5,北京,15500,1000,3,0
数据分析,慈铭体检,1.1万-1.8万,北京-朝阳,3-5年,11000,18000,本科,上市公司 ,1000-9999人 ,5,北京,14500,1000,3,1
数据开发（SmartBI工具）,深圳市睿服科技有限公司,1.4万-1.6万,北京-朝阳,3-5年,14000,16000,本科,股份制企业 ,1000-9999人 ,5,北京,15000,1000,3,0
数据开发工程师,华苏科技,2万-3万,北京-西城,5-10年,2000,3000,大专,民营 ,1000-9999人 ,10,北京,2500,1000,5,4
数据开发工程师,中科软科技股份有限公司,1.3万-2万,北京-朝阳,3-5年,13000,2000,本科,股份制企业 ,1000-9999人 ,5,北京,7500,1000,3,1
数据资产管理岗,智联猎头,1.8万-3.5万,北京-海淀,5-10年,18000,35000,本科,上市公司 ,1000-9999人 ,10,北京,26500,1000,5,1
数据分析师,慈铭体检,1.2万-1.6万,北京-朝阳,3-5年,12000,16000,本科,上市公司 ,1000-9999人 ,5,北京,14000,1000,3,1
数据治理工程师,北京计算机技术及应用研究所,1.6万-2.5万,北京-海淀,3-5年,16000,25000,本科,事业单位 ,1000-9999人 ,5,北京,20500,1000,3,6
数据主管,智联猎头,1.6万-2万,北京-朝阳,3-5年,16000,2000,本科,上市公司 ,1000-9999人 ,5,北京,9000,1000,3,0
数据开发工程师,深圳金证科技股份有限公司,1万-1.8万,北京-西城,3-5年,1000,18000,大专,民营 ,1000-9999人 ,5,北京,9500,1000,3,0
数据应用软件工程师,北京国电通网络技术有限公司,1.8万-3.5万,北京,5-10年,18000,35000,本科,国企 ,1000-9999人 ,10,北京,26500,1000,5,2
数据治理专家,北京计算机技术及应用研究所,2万-4万,北京,5-10年,2000,4000,本科,事业单位 ,1000-9999人 ,10,北京,3000,1000,5,1
数据开发工程师,华泰保险集团股份有限公司,1万-1.8万,北京-西城,3-5年,1000,18000,本科,合资 ,1000-9999人 ,5,北京,9500,1000,3,1
高级数据架构师,智联猎头,5.5万-8万,北京-顺义,5-10年,55000,8000,本科,上市公司 ,1000-9999人 ,10,北京,31500,1000,5,1
高级数据架构师,智联猎头,5.5万-8万,北京-东城,5-10年,55000,8000,本科,上市公司 ,1000-9999人 ,10,北京,31500,1000,5,1
数据开发（大厂/学信本/长期项目）,法本信息,1万-1.3万,北京-海淀,3-5年,1000,13000,本科,上市公司 ,1000-9999人 ,5,北京,7000,1000,3,2
数据管理岗1498,中移动信息技术有限公司,1.5万-3万,北京-昌平,3-5年,15000,3000,本科,国企 ,1000-9999人 ,5,北京,9000,1000,3,2
数据治理岗,智联猎头,1.5万-3万,北京-海淀,3-5年,15000,3000,本科,上市公司 ,1000-9999人 ,5,北京,9000,1000,3,1
资深数据算法开发工程师-数据挖掘/运筹算法,外企德科,2万-4万,北京-海淀,3-5年,2000,4000,本科,合资 ,1000-9999人 ,5,北京,3000,1000,3,5
数据工程师,中电太极,1.5万-2万,北京,3-5年,15000,2000,本科,国企 ,1000-9999人 ,5,北京,8500,1000,3,5
数据开发（银行项目经验）,大连斯锐信息技术有限公司,1.6万-2万,北京-西城,3-5年,16000,2000,本科,民营 ,1000-9999人 ,5,北京,9000,1000,3,1
数据开发-银行方向,法本信息,1.6万-2.2万,北京-丰台,3-5年,16000,22000,本科,上市公司 ,1000-9999人 ,5,北京,19000,1000,3,3
高级数据应用研发工程师,北京国电通网络技术有限公司,1.5万-2万,北京,5-10年,15000,2000,本科,国企 ,1000-9999人 ,10,北京,8500,1000,5,2
数据模型开发主管,和谐健康保险股份有限公司,1.8万-3万,北京-朝阳,3-5年,18000,3000,本科,民营 ,1000-9999人 ,5,北京,10500,1000,3,1
数据分析,展动力,3.5万-6.5万,北京,5-10年,35000,65000,本科,民营 ,1000-9999人 ,10,北京,50000,1000,5,15
数据应用研发工程师,北京国电通网络技术有限公司,1.8万-3万,北京,5-10年,18000,3000,本科,国企 ,1000-9999人 ,10,北京,10500,1000,5,2
数据中台开发组负责人,华泰保险集团股份有限公司,1.5万-2.5万,北京-丰台,5-10年,15000,25000,本科,合资 ,1000-9999人 ,10,北京,20000,1000,5,1
高级数据管理工程师,罗森伯格亚太电子有限公司,2.5万-3万,北京-顺义,3-5年,25000,3000,本科,外商独资 ,1000-9999人 ,5,北京,14000,1000,3,1
数据架构师,江泰保险经纪股份有限公司,3万-4万,北京,3-5年,3000,4000,本科,股份制企业 ,1000-9999人 ,5,北京,3500,1000,3,1
数据挖掘及报表开发工程师,北京大成律师事务所,1.5万-2.5万,北京-朝阳,3-5年,15000,25000,本科,民营 ,1000-9999人 ,5,北京,20000,1000,3,1
汽车数据分析师(J12771),易车公司,2万-4万,北京,3-5年,2000,4000,本科,外商独资 ,1000-9999人 ,5,北京,3000,1000,3,2
数据治理管理岗,北京神州新桥科技有限公司,1.8万-2.2万,北京-海淀,3-5年,18000,22000,本科,民营 ,1000-9999人 ,5,北京,20000,1000,3,1
数据分析专家,万宝瑞华人才管理咨询(上海)有限公司,5万-6万,北京-海淀,5-10年,5000,6000,本科,上市公司 ,1000-9999人 ,10,北京,5500,1000,5,1
中高级数据开发（保险金融经验优先）,中科软科技股份有限公司,1.3万-1.7万,北京-海淀,5-10年,13000,17000,本科,股份制企业 ,1000-9999人 ,10,北京,15000,1000,5,1
数据分析师,国网数字科技控股有限公司,1.5万-1.8万,北京-丰台,3-5年,15000,18000,本科,国企 ,1000-9999人 ,5,北京,16500,1000,3,1
Python开发工程师（数据中心）,拓尔思信息技术股份有限公司,1万-1.5万,北京-海淀,3-5年,1000,15000,本科,上市公司 ,1000-9999人 ,5,北京,8000,1000,3,1
数据管理岗,智联猎头,1万-2万,北京-石景山,3-5年,1000,2000,本科,上市公司 ,1000-9999人 ,5,北京,1500,1000,3,1
数据运营总监,北京国电通网络技术有限公司,6万-9万,北京-西城,5-10年,6000,9000,本科,国企 ,1000-9999人 ,10,北京,7500,1000,5,1
数据开发工程师,中科软科技股份有限公司,1.3万-1.6万,北京-东城,3-5年,13000,16000,本科,股份制企业 ,1000-9999人 ,5,北京,14500,1000,3,1
数据高级经理,和谐健康保险股份有限公司,4万-6万,北京-朝阳,5-10年,4000,6000,本科,民营 ,1000-9999人 ,10,北京,5000,1000,5,1
财务数据运营专家,北京中电普华信息技术有限公司,3万-5万,北京-昌平,5-10年,3000,5000,本科,国企 ,1000-9999人 ,10,北京,4000,1000,5,1
数据分析师,海通安恒科技股份有限公司,1.2万-1.8万,北京-西城,3-5年,12000,18000,本科,民营 ,1000-9999人 ,5,北京,15000,1000,3,1
数据分析师,天阳科技,1.8万-2.2万,北京-朝阳,5-10年,18000,22000,大专,上市公司 ,1000-9999人 ,10,北京,20000,1000,5,1
数据开发工程师,北京国电通网络技术有限公司,1.8万-3万,北京,5-10年,18000,3000,本科,国企 ,1000-9999人 ,10,北京,10500,1000,5,2
数据开发工程师,北京腾信软创科技股份有限公司,1.2万-1.8万,北京-海淀,3-5年,12000,18000,本科,股份制企业 ,1000-9999人 ,5,北京,15000,1000,3,0
高级数据模型工程师,北京国电通网络技术有限公司,1.5万-2万,北京-丰台,5-10年,15000,2000,本科,国企 ,1000-9999人 ,10,北京,8500,1000,5,2
券商总部-IT-数据分析岗,中邮证券,1.5万-3万,北京-东城,5-10年,15000,3000,本科,国企 ,500-999人 ,10,北京,9000,500,5,0
券商总部-IT-数据开发岗,中邮证券,1.5万-3万,北京-东城,5-10年,15000,3000,本科,国企 ,500-999人 ,10,北京,9000,500,5,0
数据开发工程师,黛诗诺(北京)科技有限公司,1.5万-2万,北京-西城,3-5年,15000,2000,本科,民营 ,500-999人 ,5,北京,8500,500,3,5
数据开发组长（国网）,优玛软件,1.8万-3万,北京-西城,5-10年,18000,3000,大专,股份制企业 ,500-999人 ,10,北京,10500,500,5,1
数据挖掘分析工程师,索信达,2.5万-3万,北京-石景山,3-5年,25000,3000,本科,上市公司 ,500-999人 ,5,北京,14000,500,3,1
人保科技-共享中心-信息技术条线-数据应用岗-科技专项招聘(J57767),人保信息科技有限公司,2万-3.5万,北京-西城,3-5年,2000,35000,本科,国企 ,500-999人 ,5,北京,18500,500,3,1
数据分析师（北京）,索信达,1.4万-2.2万,北京-西城,3-5年,14000,22000,本科,上市公司 ,500-999人 ,5,北京,18000,500,3,0
数据总监,海南掌上能量传媒有限公司北京分公司,3万-3.5万,北京-朝阳,5-10年,3000,35000,本科,民营 ,500-999人 ,10,北京,19000,500,5,1
数据分析师,北京中电德瑞电子科技有限公司,1.5万-2.5万,北京-西城,3-5年,15000,25000,本科,民营 ,500-999人 ,5,北京,20000,500,3,1
数据分析师（海淀区）,知了育才(北京)科技有限公司,1.5万-3万,北京-海淀,3-5年,15000,3000,本科,股份制企业 ,500-999人 ,5,北京,9000,500,3,2
数据分析挖掘工程师（北京）,索信达,1.4万-2.4万,北京-朝阳,3-5年,14000,24000,本科,上市公司 ,500-999人 ,5,北京,19000,500,3,2
数据开发工程师,嘉兴邦芒培训股份有限公司,1.5万-3万,北京-朝阳,3-5年,15000,3000,本科,民营 ,500-999人 ,5,北京,9000,500,3,1
数据研发工程师,北京中电德瑞电子科技有限公司,2.5万-3.5万,北京-西城,5-10年,25000,35000,本科,民营 ,500-999人 ,10,北京,30000,500,5,0
数据分析,泰康在线,1.5万-2.5万,北京-昌平,3-5年,15000,25000,本科,股份制企业 ,500-999人 ,5,北京,20000,500,3,1
数据架构师（海淀区）,知了育才(北京)科技有限公司,3万-4万,北京-海淀,5-10年,3000,4000,本科,股份制企业 ,500-999人 ,10,北京,3500,500,5,1
数据挖掘工程师,索信达,1.5万-2.7万,北京-西城,3-5年,15000,27000,本科,上市公司 ,500-999人 ,5,北京,21000,500,3,0
软件开发 (数据工程),中国电子科技集团公司信息科学研究院   ,1.5万-2.5万,北京-石景山,3-5年,15000,25000,本科,事业单位 ,500-999人 ,5,北京,20000,500,3,1
数据分析工程师,北京德风新征程科技股份有限公司,1.5万-3万,北京-西城,3-5年,15000,3000,本科,民营 ,500-999人 ,5,北京,9000,500,3,5
数据产品架构设计师,国能信控互联技术有限公司,7千-1.4万,北京-西城,3-5年,7000,14000,本科,国企 ,500-999人 ,5,北京,10500,500,3,1
高级数据仓库工程师,北京百分点科技集团股份有限公司,2万-3万,北京-海淀,5-10年,2000,3000,本科,民营 ,500-999人 ,10,北京,2500,500,5,1
中证 高级数据治理岗19-24k，五险一金+双休,北京集联软件科技有限公司,1.9万-2.4万,北京-西城,5-10年,19000,24000,本科,民营 ,100-299人 ,10,北京,21500,100,5,5
数据治理工程师,北京才鼎通科技有限公司,2万-3.5万,北京-海淀,3-5年,2000,35000,大专,民营 ,100-299人 ,5,北京,18500,100,3,0
数据开发工程师-公主坟,北京博维思通科技有限公司,1.2万-1.8万,北京-海淀,3-5年,12000,18000,大专,其它 ,100-299人 ,5,北京,15000,100,3,0
数据治理项目经理,中煤信息技术(北京)有限公司,2.5万-3万,北京-朝阳,5-10年,25000,3000,本科,国企 ,100-299人 ,10,北京,14000,100,5,1
资深数据工程师,南京市慧格一诺商务管理咨询有限公司,3万-5万,北京-西城,5-10年,3000,5000,本科,民营 ,100-299人 ,10,北京,4000,100,5,3
高级数据分析工程师,北京阳光第一车网科技有限公司,1.6万-3万,北京,3-5年,16000,3000,本科,民营 ,100-299人 ,5,北京,9500,100,3,1
数据挖掘,时空云科技有限公司,2万-4万,北京-朝阳,3-5年,2000,4000,本科,民营 ,100-299人 ,5,北京,3000,100,3,1
数据开发工程师（外派恒生电子）,盛唐科技(北京)有限公司,1.2万-1.4万,北京-朝阳,3-5年,12000,14000,本科,民营 ,100-299人 ,5,北京,13000,100,3,1
数据开发工程师,北京鑫瑞天翔科技发展有限公司,1.2万-2万,北京-东城,3-5年,12000,2000,本科,民营 ,100-299人 ,5,北京,7000,100,3,1
中证数据 前端开发13-17k，五险一金+双休,北京集联软件科技有限公司,1.3万-1.7万,北京-西城,5-10年,13000,17000,大专,民营 ,100-299人 ,10,北京,15000,100,5,0
中证数据 高级数据研发 19-24k，五险一金+周末双休,北京集联软件科技有限公司,1.9万-2.4万,北京,5-10年,19000,24000,大专,民营 ,100-299人 ,10,北京,21500,100,5,20
数据工程师（ETL工程师）,成都康赛信息技术有限公司,1.1万-1.5万,北京-海淀,3-5年,11000,15000,大专,民营 ,100-299人 ,5,北京,13000,100,3,1
数据分析工程师,北京鑫瑞天翔科技发展有限公司,1万-1.5万,北京-东城,3-5年,1000,15000,大专,民营 ,100-299人 ,5,北京,8000,100,3,1
